,borrowed_fees,borrowed_fees_female,borrowed_fees_male,ba_25_female,ba_25_male,ba_25_total,lowersecondary_25_female,lowersecondary_25_male,lowersecondary_25_total,postsecondary_25_female,postsecondary_25_male,postsecondary_25_total,primary_25_female,primary_25_male,primary_25_total,sctertiary_25_female,sctertiary_25_male,sctertiary_25_total,uppersecondary_25_female,uppersecondary_25_male,uppersecondary_25_total,ma_25_female,ma_25_male,ma_25_total,doctor_25_female,doctor_25_male,doctor_25_total,graduates_education,expenditure_education,ratio_firstgrade_primary,labor_adveducation,labor_adveducation_female,labor_adveducation_male,labor_basiceducation,labor_basiceducation_female,labor_basiceducation_male,labor_inteducation,labor_inteducation_female,labor_inteducation_male,lowersecondary_voceducation_female,postsecondary_nt_voceducation_female,uppersecondary_voceducation_female,primary_pupils_female,primary_teachers_female,saved_education_fees_15,saved_education_fees_female_15,saved_education_fees_male_15,secondaryeducation_pupils_female,secondaryeducation_teachers_female,secondaryeducation_voc_pupils,secondaryeducation_voc_pupils_female,share_ls_voc,share_ps_nt_voc,share_us_voc,share_ls_voc_female,share_ps_nt_voc_female,share_us_voc_female,share_ls_voc_male,share_ps_nt_voc_male,share_secondary_voc_male,share_us_voc_male,tertiary_education_academic,unemployment_adveducation,unemployment_adveducation_female,unemployment_adveducation_male,unemployment_basiceducation,unemployment_basiceducation_female,unemployment_basiceducation_male,unemployment_inteducation,unemployment_inteducation_female,unemployment_inteducation_male,rate_primary,rate_primary_female,rate_primary_male,outofschool_perc,outofschool_primary,outofschool_primary_female,outofschool_primary_male,exp_years_school,exp_years_school_female,exp_years_school_male,exp_years_schooling,exp_years_schooling_female,exp_years_schooling_male,outofschool_primary_female,learningpoverty_total,learningpoverty_female,learningpoverty_male,la_yearsschool,la_yearsschool_female,la_yearsschool_male,outofschool_primary_male,rate_grade_1,rate_grade_1_female,rate_grade_1_male,paid_fees,paid_fees_female,paid_fees_male,progession_secondary,progression_secondary_female,progression_secondary_male,outofschool_us_female,outofschool_us_male,readingproficiency_pupils_female,graduates_arts_humanities_female,graduates_business_adm_law_female,graduates_agri_fore_fish_vete_female,graduates_stem_female,graduates_engi_manu_cons_female,graduates_health_welfare_female,graduates_info_comm_female,graduates_natsciences_math_stat_female,graduates_otherfields_female,graduates_services_female,graduates_socscien_journ_info_female,graduates_unknown_unspecific_female,expenditure_primary,expenditure_secondary,gross_graduation_female,gross_graduation_male,gross_graduation_total,harmonized_scores,harmonized_scores_female,harmonized_scores_male,readingproficiency_pupils_male,primary_completion_female,primary_completion_male,primary_completion_total,readingproficiency_pupils
2011,NA,NA,NA,NA,NA,NA,96.36663818,97.08213806,96.71362305,26.9802494,35.57767105,31.14949989,100,100,100,20.48530006,29.88361931,25.04294014,75.96073914,87.84281158,81.72286224,NA,NA,NA,NA,NA,NA,NA,4.82487011,100.90178,74.38999939,75.15000153,73.83000183,40.33000183,30.44000053,57.45999908,63.83000183,59.63000107,68.15000153,42.95893,NA,37.74135,48.60196,84.43393707,NA,NA,NA,47.44775,59.78409958,1457886,38.21952,2.78206,NA,48.58381,2.47085,NA,40.01496,3.07362,NA,22.76609,55.83145,NA,2.369999886,2.660000086,2.160000086,12.93999958,11.65999985,14.10999966,5.699999809,5.309999943,6.050000191,88.75173,89.28999,88.23933,2.451410055,71525,36126,35399,NA,NA,NA,NA,NA,NA,0.328712463,2.710265398,2.293596268,3.115278244,NA,NA,NA,0.328712463,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.50247,6.11521,1.971364021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.05452,22.84118,33.58325958,30.26516914,31.88405037,NA,NA,NA,2.795755863,101.3035965,101.8175812,101.5668793,2.389407158
2010,NA,NA,NA,NA,NA,NA,96.12998199,96.94281769,96.52384186,25.6357193,35.17282867,30.25690079,100,100,100,19.23872948,29.63063049,24.27408981,75.16629028,87.46994781,81.12799072,NA,NA,NA,NA,NA,NA,NA,4.94367981,101.73238,73.47000122,74.19000244,72.95999908,37.06000137,28.44000053,51.09000015,63.45999908,59.22000122,67.86000061,42.98459,NA,38.3319,48.63413,85.5378418,NA,NA,NA,47.49005,58.96229935,1557160,38.75857,2.90415,NA,51.49402,2.57719,NA,43.10377,3.21129,NA,23.69711,58.58202,NA,3.019999981,3.24000001,2.859999895,14.68999958,12.77999973,16.40999985,6.829999924,6.230000019,7.369999886,89.06942,89.64072,88.5254,2.353019953,70080,35532,34548,13.3435421,13.36429214,13.32383823,NA,NA,NA,NA,NA,NA,NA,11.26225281,11.34378242,11.18451691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74458,8.35008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.66182,23.88146,32.02556992,28.31311989,30.12903023,527.5142212,530.5079956,524.6478271,NA,101.9552078,102.0726318,102.0153503,NA
2009,NA,NA,NA,NA,NA,NA,96.3602829,97.07700348,96.7073288,25.1243,34.86217117,29.83955956,100,100,100,18.9221096,29.48805046,24.03833961,74.38169098,87.26235962,80.61875153,NA,NA,NA,NA,NA,NA,NA,4.909510136,100.64913,73.52999878,74.23000336,73.04000092,37.75999832,29.05999947,51.75,63.65999985,59.33000183,68.08999634,41.8922,NA,38.10346,48.62699,84.96836853,NA,NA,NA,47.46105,58.24412918,1582678,38.39429,2.43194,NA,53.22292,2.09981,NA,44.53432,2.74494,NA,23.9739,60.48766,NA,3.390000105,3.720000029,3.160000086,15.61999989,13.80000019,17.27000046,7.599999905,6.989999771,8.149999619,88.17263,88.82046,87.55561,2.931070089,89319,44339,44980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50644,7.91266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1887,23.85787,30.13701057,27.07514,28.58287048,NA,NA,NA,NA,102.2805176,102.4822235,102.3837967,NA
2008,NA,NA,NA,NA,NA,NA,96.38516235,97.11882019,96.7395401,23.97060013,34.00197983,28.81607056,100,100,100,17.86737061,28.59380913,23.04858017,73.67147827,87.11302948,80.16416931,NA,NA,NA,NA,NA,NA,NA,4.435949802,99.41293,73.41000366,73.79000092,73.15000153,37.75,29.07999992,51.79999924,63.88000107,59.40000153,68.44999695,38.9339,NA,41.96083,48.61008,85.19983673,NA,NA,NA,48.11077,57.59883881,1741243,41.85292,1.24507,NA,57.48074,0.99586,NA,51.16001,1.48142,NA,24.67701,63.11865,NA,3.309999943,3.940000057,2.880000114,15.30000019,14.21000004,16.29000092,7.21999979,7.230000019,7.21999979,88.43606,89.04671,87.85435,2.530139923,78712,39978,38734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12688,5.72142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.10081,21.07791,27.45075035,24.35487938,25.88260078,NA,NA,NA,NA,101.9935684,101.9651794,101.9790268,NA
2007,NA,NA,NA,NA,NA,NA,96.75849152,97.43546295,97.08521271,22.9386692,32.83087921,27.71277046,100,100,100,16.94872093,27.32666969,21.95723915,72.42333984,86.28720856,79.11421204,NA,NA,NA,NA,NA,NA,NA,4.366799831,102.65386,73.91999817,74.13999939,73.76999664,38,29.62999916,51.47000122,64.13999939,59.74000168,68.58000183,39.10468,NA,42.16297,48.65706,84.03334808,NA,NA,NA,48.1634,57.1800499,1726660,42.03561,1.40998,NA,57.41703,1.13363,NA,51.15445,1.67167,NA,24.18957,63.04349,NA,3.819999933,4.46999979,3.380000114,16.97999954,15.86999989,18.01000023,8.25,8.239999771,8.260000229,88.84199,89.54017,88.1768,1.624439955,51333,25261,26072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.54231,99.23146,99.83966,6.1962,5.78137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.13138,21.09132,25.25054932,22.80701065,24.01515007,NA,NA,NA,NA,103.7544479,103.3297272,103.5369797,NA
2006,NA,NA,NA,NA,NA,NA,96.60812378,97.28188324,96.93343353,22.29270935,32.37493896,27.16061974,100,100,100,16.3792305,27.02749062,21.52042961,70.92990112,85.25524902,77.84647369,NA,NA,NA,NA,NA,NA,NA,4.293960094,104.36731,74.51000214,74.62999725,74.41999817,38.36000061,29.84000015,52.08000183,64.05000305,59.63000107,68.48999786,38.67151,NA,42.22912,48.67985,84.0220108,NA,NA,NA,48.09266,56.50518036,1812986,42.07672,1.4759,NA,59.38291,1.17349,NA,53.22819,1.76226,NA,24.71845,64.86548,NA,4.789999962,5.289999962,4.46999979,18.62999916,17.46999931,19.70000076,9.899999619,9.569999695,10.18999958,88.43977,89.14933,87.76365,1.969390035,62917,31512,31405,NA,NA,NA,NA,NA,NA,0.227096558,2.813124418,2.456772566,3.155352354,NA,NA,NA,0.227096558,NA,NA,NA,NA,NA,NA,99.32155,99.09832,99.53468,7.11043,6.29037,2.234750986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60472,20.29257,23.11676025,21.06648064,22.08176994,NA,NA,NA,2.934920788,98.57837677,98.41903687,98.49680328,2.591913939
2005,NA,NA,NA,NA,NA,NA,96.50746918,97.32512665,96.90086365,NA,NA,NA,100,100,100,16.53994942,28.03919029,22.07247925,70.54572296,85.25710297,77.62368011,NA,NA,NA,NA,NA,NA,NA,NA,104.16106,74.30000305,73.95999908,74.51000214,37.24000168,28.81999969,50.97999954,63.75,59.04999924,68.5,38.60028,NA,42.76925,48.68593,83.65490723,NA,NA,NA,48.19512,56.03145981,1790168,42.58165,1.48345,NA,60.25827,1.17728,NA,54.43389,1.7734,NA,23.99896,65.4954,NA,5.510000229,6.019999981,5.190000057,19.12000084,17.20999908,20.87999916,11.13000011,10.61999989,11.56999969,87.06885,87.84302,86.33139,2.041340113,65456,33913,31543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.58504,99.34,99.81792,8.44873,6.97082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.29997063,20.38977051,20.84106064,NA,NA,NA,NA,96.76303101,96.99076843,96.87963867,NA
2004,NA,NA,NA,NA,NA,NA,97.56334686,97.95702362,97.75401306,NA,NA,NA,100,100,100,16.79759979,28.27746964,22.3575592,71.26051331,86.17530823,78.48407745,NA,NA,NA,NA,NA,NA,NA,NA,106.70502,74.55999756,74.54000092,74.55999756,34.97000122,26.56999969,49.09000015,62.77000046,58.02999878,67.52999878,38.56768,NA,42.44808,48.62137,82.92241669,NA,NA,NA,48.24499,55.60424042,1791293,42.27633,1.41943,NA,61.22434,1.12396,NA,54.91692,1.69999,NA,23.83549,66.89079,NA,5.400000095,5.869999886,5.090000153,17.62000084,15.10999966,19.90999985,11.14999962,10.22000027,11.94999981,86.23536,86.98664,85.5198,2.701479912,86792,45392,41400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.82351,99.63642,100,10.27645,8.76201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.78660011,19.42523956,19.60427094,NA,NA,NA,NA,98.95947266,99.95716095,99.47026825,NA
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.05325,75.23000336,74.66000366,75.58999634,36.25,28.07999992,50.06999969,63.31999969,58.49000168,68.16999817,NA,NA,42.53731,48.59703,82.82711792,NA,NA,NA,48.25474,54.94467163,1729839,42.53731,NA,NA,62.18282,NA,NA,55.93631,NA,NA,22.74266,67.78647,NA,4.96999979,5.710000038,4.519999981,15.72999954,13.06999969,18.25,10.02000046,9.340000153,10.60999966,84.99832,85.71943,84.31152,3.61074996,116838,55613,61225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.64366,99.45931,99.81882,9.92051,8.74369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.70668983,18.71355057,18.71014977,NA,NA,NA,NA,100.5216217,100.8333588,100.6812363,NA
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.72247,NA,98.98187,75.26000214,74.15000153,75.94000244,36.49000168,28.21999931,50.74000168,63.88000107,58.90000153,68.80999756,NA,NA,42.96659,48.54126,82.44184875,NA,NA,NA,48.3468,54.35187149,1753409,42.96659,NA,NA,63.02987,NA,NA,57.0627,NA,NA,22.87076,68.42002,32.22687912,4.260000229,4.789999962,3.940000057,13.34000015,11.56000042,15.03999996,8.659999847,8.239999771,9.020000458,84.71067,85.37444,84.07851,4.486929893,147592,71322,76270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7615,99.51008,100,8.99959,7.6885,NA,66.55477,42.9326,33.52916,23.12765,17.42904,74.2661,11.33068,41.66293,62.74808,53.68363,57.57443,52.30627,NA,NA,17.91173935,18.68305016,18.30195045,NA,NA,NA,NA,101.5063171,101.8262634,101.6701431,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.09032,NA,100.37816,75.80999756,74.58999634,76.51999664,36.93999863,28.71999931,51.24000168,63.84000015,58.56999969,69.12000275,NA,NA,42.96005,48.54098,82.03192902,NA,NA,NA,48.36544,53.7051506,1740473,42.96005,NA,NA,63.34733,NA,NA,57.33865,NA,NA,22.92303,68.77547,31.39747047,4.130000114,4.869999886,3.710000038,11.55000019,10.05000019,13.01000023,8.039999962,7.909999847,8.149999619,82.93565,NA,NA,0.638639987,21535,NA,NA,NA,NA,NA,NA,NA,NA,0.059371948,3.023418903,2.626401901,3.417028904,NA,NA,NA,0.059371948,NA,NA,NA,NA,NA,NA,99.78431,99.62512,99.93524,NA,NA,2.568554878,66.19502,41.82259,34.0191,22.41421,17.02107,72.25401,12.36967,39.3691,62.14939,55.08242,57.18859,39.63084,NA,NA,17.47359085,19.02255058,18.2593708,NA,NA,NA,3.359651566,105.5423889,106.0371399,105.7957077,2.965807915
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.57064,NA,100.85857,76.30999756,74.97000122,77.11000061,42.97000122,31.72999954,64.29000092,64.33000183,58.74000168,69.94000244,NA,NA,42.91809,48.52786,81.18190765,NA,NA,NA,48.35321,53.02830887,1735846,42.91809,NA,NA,63.19001,NA,NA,57.23206,NA,NA,23.09445,68.55593,30.95801926,4.260000229,5.199999809,3.720000029,12.52999973,11.32999992,13.64999962,7.889999866,8.239999771,7.590000153,86.46473,87.11377,85.84641,0.08326,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.90326,99.80124,100,NA,NA,NA,66.88452,40.91244,30.98302,21.67118,16.59152,70.04506,10.64075,37.19725,60.89423,53.55971,54.13204,61.08165,NA,NA,17.48443031,19.96846008,18.7480793,NA,NA,NA,NA,104.0380173,104.6414108,104.3469162,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.14587,NA,101.29903,76.62999725,75.54000092,77.26000214,43.31999969,32.06999969,64.58999634,64.87999725,59.02000046,70.70999908,NA,NA,43.12037,48.50618,81.52838898,NA,NA,NA,48.24102,51.09442139,1729976,43.12037,NA,NA,64.62197,NA,NA,59.43986,NA,NA,23.22655,69.19528,30.47513962,5.03000021,5.75,4.630000114,13.89000034,12.94999981,14.77000046,8.649999619,9.010000229,8.340000153,86.86843,87.53235,86.23573,0.084590003,3028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.87319,99.73917,100,NA,NA,NA,65.76688,39.35542,30.99152,20.88006,15.39328,70.37478,11.68676,37.1447,60.43276,54.08173,54.53058,50.48309,NA,NA,17.49840927,21.13448906,19.3509407,NA,NA,NA,NA,101.0593109,101.8485107,101.4632797,NA
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.461870193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.90273,48.48944,NA,NA,NA,NA,48.1509,NA,1690193,42.90273,NA,NA,64.57119,NA,NA,59.44922,NA,NA,23.03305,69.04077,NA,5.5,6.639999866,4.880000114,14.93000031,14.01000023,15.80000019,9.949999809,10.48999977,9.510000229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4901,20.10304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9514,79.59999847,76.51999664,81.36000061,41.15000153,32.88999939,54.34999847,68.54000092,62.22000122,74.68000031,NA,NA,NA,48.52398,81.25263977,NA,NA,NA,48.16133,49.39849091,2320465,44.14206,NA,NA,NA,NA,NA,NA,NA,NA,29.82916,NA,29.44322968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.93840981,15.62084007,16.24227905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.70239258,98.96884155,98.83876038,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.494709969,103.79417,80.44999695,77.01000214,82.38999939,41.15999985,32.68999863,54.86000061,68.58000183,62.24000168,74.72000122,NA,NA,NA,48.54507,80.92503357,NA,NA,NA,48.04837,48.97735977,2274624,43.80632,NA,NA,NA,NA,NA,NA,NA,NA,29.78396,NA,28.69256973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85593033,15.46996975,16.22471046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.99333,99.98633,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.77906036,96.61982727,96.69756317,NA
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.430759907,103.85788,80.65000153,76.88999939,82.73000336,42.63000107,33.52000046,58.63999939,67.30000305,60.22000122,74.26999664,NA,NA,NA,48.57697,85.08167267,NA,NA,NA,47.96151,46.99356842,2260978,43.69264,NA,NA,NA,NA,NA,NA,NA,NA,30.00937,NA,28.96627998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7678299,15.32287025,16.19272041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.92005,100,99.8438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.21008301,96.12769318,96.16790009,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.336639881,101.47252,80.51000214,76.59999847,82.66000366,43.65000153,33.95000076,60.93000031,67.73999786,60.22000122,75.16999817,NA,NA,NA,48.56644,85.00126648,NA,NA,NA,47.92483,45.24386978,2286317,43.82831,NA,NA,NA,NA,NA,NA,NA,NA,30.55935,NA,27.86447906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.65505028,15.17432976,16.11375046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.99013,100,99.98076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5617981,96.8414917,96.70506287,NA
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.407919884,99.46321,81.19999695,77.13999939,83.37999725,44.65999985,34.91999817,62.34999847,67.29000092,59.45999908,74.88999939,NA,NA,NA,48.56531,83.93791199,NA,NA,NA,47.78838,45.57376862,2299144,43.62789,NA,NA,NA,NA,NA,NA,NA,NA,31.28828,NA,27.55801964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.50872993,15.01105022,15.98330975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.97198,99.94261,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.4207077,100.2462616,100.3313522,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.77999878,75.87999725,83.43000031,44.25,34.95000076,60.63000107,68.33999634,60.24000168,76.33999634,NA,NA,NA,48.99716,NA,NA,NA,NA,48.09413,NA,2272063,44.12607,NA,NA,NA,NA,NA,NA,NA,NA,32.60974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81459045,14.42595959,15.18488979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.68710995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
